"census_tract_code","year","arrests_B","arrests_W","arrests_total","state","county","ct_pop","ct_white","ct_black","pct_white","pct_black","arrest_pct_tot","arrest_pct_B","arrest_pct_W","pop_pct_tot","pop_pct_B","pop_pct_W","sir_tot","sir_B","sir_W","RE_tot","RE_B","RE_W"
10200,2015,163,88,252,37,129,3703,1678,1866,0.453146098,0.503915744,100,64.6965489884966,34.9464498214994,6.80510923280495,8.73479449118483,5.24402598176509,0.100007641892192,0.771227241459847,2.39396812681226,-0.0442083142697811,-0.0920217633247375,0.222807213664055
10200,2016,212,148,361,37,129,3644,1991,1438,0.546377607,0.394621295,100,58.7371919135973,41.0135696482969,9.90642408276392,14.7416730408177,7.43307719351112,0.100010772889965,1.30143420257752,3.3947193672033,1.12065279483795,1.36074793338776,0.895861625671387
10200,2017,167,131,298,37,129,3603,1995,1331,0.553705246,0.369414377,100,56.0550150956055,43.9785306943978,8.27065582415143,12.5460145744121,6.5660869129367,0.100008792799698,1.10754715221536,2.99877454471497,1.50087070465088,1.8202565908432,1.18550860881805
10200,2018,203,120,324,37,129,3503,1958,1329,0.558949472,0.379389095,100,62.6658438753471,37.0564640543042,9.24895092917702,15.2734933413588,6.12838976558909,0.100009294623477,1.34832452040356,2.7987569980747,0.57790070772171,0.824591338634491,0.288564890623093
10300,2010,253,103,358,37,129,5104,2345,2622,0.459443574,0.513714734,100,70.6785814018431,28.7908405473331,7.0139691620462,9.64875481484306,4.39213679587224,0.100014963746634,0.852027243520456,2.00658797504419,0.718462526798248,1.22104024887085,0.48369225859642
10300,2011,375,156,535,37,129,5040,2199,2699,0.436309524,0.535515873,100,70.0990469071202,29.1721173612409,10.6148687526041,13.893520062243,7.09381110454277,0.100022081622051,1.2268690295197,3.24046269856904,-1.8361097574234,-2.00579309463501,-1.52362453937531
10300,2012,391,196,587,37,129,4821,2246,2427,0.465878448,0.503422526,100,66.6155680463294,33.4014648271163,12.1756445624443,16.1097606196696,8.72623658786341,0.100023175114392,1.42252817768614,3.98632639616129,-2.67106509208679,-2.04417967796326,-2.76691699028015
10300,2013,470,140,612,37,129,5419,2204,3050,0.406717106,0.562834471,100,76.8011762783859,22.888416925339,11.2933882009928,15.4093308416118,6.35179892019418,0.100027159215864,1.3607683225556,2.90152388292097,0.565715849399567,0.551389932632446,0.53844028711319
10300,2014,346,115,461,37,129,4882,2175,2620,0.445514134,0.536665301,100,75.0596399913251,24.9620472782477,9.44265787263677,13.2056028395863,5.28711323617305,0.100018430849559,1.16611221213651,2.41510647503025,-0.0867689847946167,-2.23570609092712,-0.0627768859267235
10300,2015,325,150,477,37,129,5161,2398,2669,0.464638636,0.51714784,100,68.1408509746384,31.4609096625445,9.24221580670787,12.1763890449964,6.25495183687086,0.100020160388266,1.07523405365791,2.85775246435123,-1.61113297939301,-0.833454489707947,-1.39094662666321
10300,2016,397,131,536,37,129,5703,2812,2786,0.493073821,0.488514817,100,74.0720014922589,24.4543928371572,9.39839736283775,14.2493090700262,4.65844031151097,0.100025033110421,1.25829842212348,2.12892489041474,-0.0621699877083302,-0.017408574000001,0.0586446933448315
10300,2017,321,129,454,37,129,5635,2589,2962,0.459449867,0.525643301,100,70.7112970711297,28.4298612640388,8.05664495749853,10.836906248945,4.98242632575026,0.10002095059816,0.956979015474621,2.27667601596085,1.49337005615234,2.20826482772827,1.15571689605713
10300,2018,378,128,513,37,129,5902,2715,3137,0.460013555,0.531514741,100,73.689339310076,24.9658935879945,8.69182155503973,12.0493449364062,4.71437516113587,0.100024794949268,1.06406201627029,2.15436497965335,-0.343963295221329,0.740788698196411,-0.267832607030869
10400,2010,93,140,233,37,129,2786,2372,225,0.851399856,0.080760948,100,39.9399399399399,60.1029601029601,8.3629446179247,41.3149711239449,5.90194342565659,0.100005315984266,3.63672732575503,2.69641546527079,2.41232395172119,2.0773708820343,2.59773111343384
10400,2011,76,104,184,37,129,2726,2342,235,0.859134263,0.086206897,100,41.3362303096143,56.5453557848995,6.74956898132864,32.3266695023394,4.44045941676274,0.100004107620648,2.84595686293765,2.02865965587688,1.07650768756866,0.520975232124329,1.03844666481018
10400,2012,58,78,137,37,129,2819,2565,190,0.909897127,0.067399787,100,42.3778264040846,56.9657184536834,4.85970699868752,30.5102577590742,3.04081712213949,0.100003162731301,2.68393486212311,1.38945227501022,-1.16427767276764,-0.878059685230255,-0.97562700510025
10400,2013,49,96,148,37,129,3033,2802,176,0.923837784,0.058028355,100,33.1532748143147,64.8885887913572,4.87949622498434,27.8250993753549,3.42600192712608,0.100003676044664,2.44692782264132,1.56568699235342,1.38495051860809,1.03976535797119,1.3970388174057
10400,2014,43,77,123,37,129,3061,2789,208,0.91114015,0.06795165,100,35.0121852152721,62.6320064987815,4.01816340531182,20.6631427198462,2.76074719443548,0.100003083295115,1.81834651906921,1.26165539987278,0.691584825515747,3.53474617004395,0.724323689937592
10400,2015,56,141,197,37,129,2934,2647,222,0.902181322,0.075664622,100,28.4627092846271,71.5880263825469,6.71415425513786,25.213867627195,5.32658380869631,0.100004733397635,2.2193327023224,2.4340278261732,-0.641141176223755,-2.13900852203369,-0.137104317545891
10400,2016,45,98,144,37,129,2857,2593,198,0.90759538,0.069303465,100,31.2977099236641,68.0777238029146,5.04007560113402,22.7158001009591,3.7792603447611,0.100003369142547,1.99860104172429,1.72690447077975,0.517882227897644,0.181531548500061,0.377850294113159
10400,2017,42,32,74,37,129,3073,2672,214,0.869508623,0.069638789,100,56.8151147098516,43.3198380566802,2.40799192997299,19.6170014012144,1.19755997155795,0.100001862262653,1.72646802660992,0.547243871313758,0.751807510852814,0.652679026126862,0.861358880996704
10400,2018,46,57,103,37,129,3031,2584,256,0.852523919,0.084460574,100,44.713870029098,55.3831231813773,3.39810629804361,17.9617336977743,2.2057969892806,0.100002556641386,1.58173555436802,1.00791622373234,1.15248477458954,1.39907658100128,1.18939971923828
10501,2010,232,244,476,37,129,3431,2103,1079,0.612940834,0.314485573,100,48.7502625498845,51.2707414408738,13.8731019206668,21.4993976461866,11.6019209738006,0.100013374400513,1.89768046265926,5.29928201253026,-1.40092778205872,-1.458860039711,-1.15424335002899
10501,2011,192,310,502,37,129,3970,2159,1518,0.543828715,0.382367758,100,38.2593108942442,61.7606054570803,12.6445177703332,12.6473881825967,14.357834282803,0.100016320778761,1.11657718326228,6.5584316325675,-2.39053916931152,-1.64162135124207,-2.13185405731201
10501,2012,178,351,535,37,129,4146,2350,1403,0.566811384,0.338398456,100,33.2834984115119,65.6139039431882,12.9036926268059,12.6861948542513,14.9355346580997,0.100018164762902,1.11995589910892,6.82346364494546,-2.66282248497009,-1.77731812000275,-2.36807012557983
10501,2013,162,378,546,37,129,4065,2409,1477,0.592619926,0.363345633,100,29.6832082036257,69.2364035890863,13.431403901503,10.9674361925394,15.6905068282761,0.100018176064132,0.968248427239582,7.16871484668647,1.11582934856415,2.72574400901794,-0.202750712633133
10501,2014,146,313,460,37,129,4380,2720,1426,0.621004566,0.325570776,100,31.7539665290154,68.0504238209085,10.502043332344,10.237711240446,11.5069298922834,0.100016499796806,0.903808305546245,5.25842788422264,-0.710229218006134,-0.519145369529724,-0.507730960845947
10501,2015,108,226,334,37,129,4622,2999,1398,0.64885331,0.302466465,100,32.3555821610296,67.6743489973062,7.22615261461241,7.72476932980474,7.53559401153679,0.100012642211793,0.68195261199046,3.44413641471325,-0.638518929481506,-0.0450308695435524,-0.427014201879501
10501,2016,124,253,385,37,129,4440,3013,1187,0.678603604,0.267342342,100,32.2253960010387,65.7231887821345,8.67097587892165,10.4456237890658,8.39666788357506,0.100013998785319,0.922061386220845,3.83771602835936,-0.954724967479706,-1.5412825345993,-0.737707257270813
10501,2017,124,181,307,37,129,4274,2844,1226,0.665418811,0.286850725,100,40.4102898078802,58.9710192119831,7.18279871785873,10.1133675882881,6.36405189690939,0.10001074532479,0.892751024068149,2.90844787284545,-0.234135329723358,-0.0430899411439896,-0.087738886475563
10501,2018,102,254,362,37,129,4396,3200,1169,0.727934486,0.265923567,100,28.196630764982,70.1739850869925,8.23457155205751,8.72465999486785,7.93725196087622,0.100013032055116,0.770139780804007,3.62805350820979,1.24802911281586,1.15958344936371,1.6509952545166
10502,2010,191,236,428,37,129,7375,5021,1912,0.680813559,0.259254237,100,44.6391030133146,55.1506657323055,5.80331114154384,9.9890173108101,4.70016530242377,0.100025849517877,0.881976105571956,2.14949661359121,0.659717321395874,0.897877037525177,0.179269477725029
10502,2011,181,308,493,37,129,7441,5563,1375,0.747614568,0.184786991,100,36.7268302575542,62.4822551206652,6.62536452943785,13.1626790778852,5.53648145817979,0.10003004172578,1.16200742380234,2.5321835365686,0.200282514095306,0.706093609333038,-0.129050850868225
10502,2012,202,309,515,37,129,7991,5973,1178,0.747465899,0.147415843,100,39.2350999805863,60.0077654824306,6.44466969503573,17.1462524403701,5.17319314928597,0.100033701948722,1.5135350430248,2.36615940066325,0.82533323764801,1.20735311508179,0.749655604362488
10502,2013,159,224,387,37,129,8272,6302,1181,0.761847195,0.142770793,100,41.1004908292431,57.8920175665203,4.67837671208037,13.4620269240538,3.55437076530046,0.100026216103595,1.18832286868455,1.62579212275409,1.90141248703003,1.57311129570007,1.86374735832214
10502,2014,125,225,355,37,129,8408,6408,1207,0.762131304,0.143553758,100,35.229512813292,63.3905941988172,4.222119147013,10.3553972330379,3.51118116134268,0.100024443743051,0.914106849198058,1.60605578006233,-0.680442631244659,-0.988308787345886,-0.632803678512573
10502,2015,155,234,393,37,129,8205,5857,1554,0.713833029,0.189396709,100,39.4556092597303,59.5522767743577,4.78970396460738,9.97361817128885,3.99515118403305,0.100026406922419,0.88053338464692,1.82730936757392,2.83643555641174,4.00892972946167,2.6315450668335
10502,2016,140,257,400,37,129,8472,6161,1422,0.727219075,0.167847025,100,35.0162459385154,64.2589352661835,4.72137958711536,9.84459601997047,4.17133304117771,0.10002775189171,0.869101862698975,1.90796364920411,0.238924026489258,0.715077042579651,0.339469343423843
10502,2017,190,250,443,37,129,8753,6188,1832,0.706957615,0.209299669,100,42.9022793951704,56.4432408034304,5.06106408015446,10.370612957808,4.04001228163734,0.100031754648402,0.91565256110891,1.84790351739216,2.04873609542847,1.35734379291534,2.27146196365356
10502,2018,183,253,441,37,129,8648,6455,1806,0.746415356,0.208834413,100,41.509861709363,57.3792790750397,5.09938599229889,10.1323293283871,3.91938157425911,0.100031232081133,0.894608280107784,1.79278058952559,2.71434617042542,2.56831336021423,2.89400672912598
10600,2010,175,202,377,37,129,4061,3733,94,0.919231716,0.023147008,100,46.4333068151684,53.5932113497746,9.28319913323976,185.972369819341,5.41105247649407,0.100012537790059,16.2914658706571,2.47384169649734,-0.521356821060181,-0.176806658506393,-1.33989775180817
10600,2011,140,215,355,37,129,3983,3576,117,0.897815717,0.029374843,100,39.4536750211208,60.5744860602647,8.9126559714795,119.555935098207,6.01213612594726,0.100011579380182,10.4902938248906,2.74850242880158,-1.6313464641571,-0.906843364238739,-0.560207724571228
10600,2012,132,148,283,37,129,3829,3424,127,0.894228258,0.033167929,100,46.661956905687,52.3136700812434,7.39077067718263,103.855232100708,4.32230367103764,0.100008873980205,9.11742082423974,1.97587055399115,1.63545429706573,1.75253391265869,0.920572817325592
10600,2013,85,191,277,37,129,3997,3548,158,0.887665749,0.039529647,100,30.7109346806207,68.9642728256947,6.93002426759401,53.763440860215,5.38316281953722,0.100009066936436,4.72555239893542,2.46093730632689,2.44849896430969,1.46849453449249,2.36319851875305
10600,2014,112,180,294,37,129,3979,3776,92,0.948982156,0.023121387,100,38.1162869772186,61.2376742604556,7.38860546354703,121.606948968512,4.7668229125288,0.100009580053255,10.6510464878391,2.17934056196733,0.113137736916542,0.240106895565987,0.40246793627739
10600,2015,98,172,270,37,129,3951,3746,176,0.948114401,0.044545685,100,36.319881525361,63.7171417993336,6.83354002682797,55.6501987507098,4.59144176610341,0.100008736097002,4.89385564528264,2.09913826489077,1.05204296112061,0.634364783763885,1.12580704689026
10600,2016,109,166,275,37,129,4196,3890,189,0.927073403,0.045042898,100,39.6583060705198,60.37804434751,6.55370463049022,57.6414595452142,4.26724248733966,0.100009449630502,5.07050995281213,1.95100543474766,0.917191028594971,0.841215431690216,0.902176320552826
10600,2017,116,188,307,37,129,4134,3785,237,0.915578133,0.057329463,100,37.8052751546727,61.2504070335396,7.426041943833,48.9245044285112,4.9668436765211,0.100010393348779,4.30730822598055,2.27079431499282,0.898510277271271,0.693033576011658,0.787750899791718
10600,2018,110,146,256,37,129,4147,3580,229,0.863274656,0.055220641,100,42.9910191331511,57.048028114018,6.17298835330713,48.0139676996945,4.0780983771403,0.100008694020391,4.22665867467139,1.86434217711731,0.793048322200775,0.550073564052582,0.77119517326355
10700,2010,57,108,165,37,129,4314,2354,1312,0.545665276,0.304126101,100,34.5850999394307,65.4754694124773,3.82466794928258,4.34418108375886,4.58774053778514,0.100005829223925,0.383495841206193,2.09596660807444,-1.47498714923859,-2.10367655754089,-1.14112198352814
10700,2011,56,59,115,37,129,4333,2374,1530,0.547888299,0.353104085,100,48.74022589053,51.3466550825369,2.65398906094944,3.6598915103588,2.48515226822796,0.100004080686048,0.323115557376465,1.13539103330998,-1.49709808826447,-2.26557445526123,-1.13638722896576
10700,2012,69,76,147,37,129,4100,2401,1373,0.585609756,0.334878049,100,46.974847042828,51.7335146159075,3.58527840784371,5.0251256281407,3.16521594269293,0.100004935689664,0.443620057040424,1.44612220164062,0.709750115871429,0.443149775266647,0.65141373872757
10700,2013,68,69,137,37,129,4314,2388,1631,0.553546592,0.378071395,100,49.671772428884,50.401167031364,3.17563338819221,4.16896572864938,2.88932624261966,0.10000484002229,0.368071119574401,1.32006048534444,-0.349572896957397,0.777898609638214,-0.347851783037186
10700,2014,66,79,145,37,129,4263,2206,1806,0.517475956,0.42364532,100,45.5547898001378,54.5141281874569,3.40128075813375,3.65428270859864,3.58098000997235,0.100005062091473,0.322645609219201,1.63580715472534,-1.4073007106781,1.41613745689392,-1.32317900657654
10700,2015,84,89,173,37,129,4435,2314,1761,0.521758737,0.397068771,100,48.5846331600231,51.473136915078,3.90070122432414,4.76974618136392,3.84598764098354,0.100006283279531,0.421127958142755,1.75702987246501,1.85202062129974,-0.222717985510826,1.89491617679596
10700,2016,84,88,174,37,129,4409,2350,1667,0.53300068,0.37809027,100,48.3055715106261,50.6031016657094,3.94638361570388,5.03868994061544,3.74452150972299,0.100006282550683,0.444862249316996,1.71072592807749,1.14799892902374,0.824829339981079,0.899701356887817
10700,2017,95,131,226,37,129,4511,2485,1674,0.550875637,0.371092884,100,42.0610349402919,57.9831932773109,5.00986455631664,5.67469087868108,5.27141764918917,0.100008348874254,0.501015290799329,2.40855406087915,-0.588101863861084,0.507142961025238,-0.479015558958054
10700,2018,102,148,251,37,129,4593,2377,1910,0.517526671,0.415850207,100,40.6610911987256,58.9804858622063,5.46471881735647,5.34003455316476,6.22607378738799,0.100009440974414,0.471495915252978,2.84451187742356,2.79190802574158,3.53678345680237,2.67050814628601
10800,2010,76,103,181,37,129,2885,1388,665,0.481109185,0.2305026,100,42.0209828823854,56.9298729983435,6.27361269973311,11.4268531047963,7.42021468193934,0.100004276328368,1.00815519823695,3.38554530300792,0.53810065984726,-0.0841233804821968,0.624715983867645
10800,2011,58,126,185,37,129,2760,1355,649,0.490942029,0.235144928,100,31.3884386817936,68.1253376553214,6.7026557008804,8.93544908334617,9.29820677440779,0.100004181455355,0.788323623224099,4.24206536973912,0.140432074666023,0.142213925719261,0.273496627807617
10800,2012,81,133,216,37,129,2259,1387,540,0.61398849,0.239043825,100,37.5289217954651,61.591855622397,9.56132973307954,14.9972227365303,9.58834979453536,0.100003995918629,1.32279751311331,4.37476794939813,0.893622100353241,0.254881799221039,1.16359913349152
10800,2013,60,114,174,37,129,2420,1698,275,0.701652893,0.113636364,100,34.5203905801264,65.5370476737507,7.18978554605182,21.8102508178844,6.71338554855427,0.100003448349434,1.92104596283199,3.06484651196527,1.21966207027435,2.18059039115906,1.28725075721741
10800,2014,56,112,168,37,129,2153,1431,330,0.664653971,0.153274501,100,33.372992266508,66.686496133254,7.80270307928104,16.9645561950924,7.82614771853819,0.100002962101699,1.49494459811512,3.57110119314584,-0.780073523521423,-1.1819361448288,-0.43381866812706
10800,2015,29,99,132,37,129,2497,1769,304,0.70845014,0.121746095,100,22.0287660862983,75.0189250567752,5.2861319130191,9.53633673133838,5.59606579616754,0.100002699225246,0.840187624276957,2.55502874469684,0.477482706308365,-0.443638116121292,0.450006246566772
10800,2016,56,126,188,37,129,2699,1781,414,0.659874027,0.153390144,100,29.8245614035088,67.0388091440723,6.96528472453781,13.5233035498672,7.07427993936331,0.100004155347874,1.19226829380384,3.2300006256489,0.878694951534271,0.724083960056305,1.03547966480255
10800,2017,52,132,185,37,129,2644,1775,425,0.671331316,0.160741301,100,28.1469475958941,71.366828741221,6.99670965545933,12.2324159021407,7.43620077742099,0.100004005713029,1.07851118870476,3.39521899016041,0.785329759120941,-0.444750756025314,1.06832659244537
10800,2018,61,165,233,37,129,2907,1817,558,0.625043,0.191950464,100,26.2119262119262,70.8279708279708,8.0148601699288,10.9299408708117,9.08040283968962,0.100005546865133,0.964096766020631,4.14616953431436,-1.20534336566925,-1.5539618730545,-0.886026799678802
10900,2010,24,69,94,37,129,2163,1990,65,0.920018493,0.030050855,100,25.6110520722636,73.432518597237,4.34561508945495,36.8663594470046,3.46716245414803,0.100001665064367,3.21771649938128,1.58346670652082,-2.34706926345825,-1.17884480953217,-2.08745217323303
10900,2011,15,104,119,37,129,2252,2001,99,0.888543517,0.043960924,100,12.6784214945424,87.4055415617128,5.28395719550642,15.1362260343088,5.19714157213533,0.100002194633485,1.32650922178836,2.37358425079018,-0.155177056789398,-1.82755255699158,0.10282314568758
10900,2012,13,65,79,37,129,2197,2040,71,0.928538917,0.032316796,100,16.5613147914033,82.3008849557522,3.59564880979473,18.2841068917018,3.18611832753296,0.10000142135906,1.59744983943683,1.45519280857693,-0.178007662296295,-0.0219520684331656,-0.146520629525185
10900,2013,6,53,59,37,129,2352,2137,118,0.908588435,0.050170068,100,10.321489001692,89.8477157360406,2.50839675183878,5.08044030482642,2.47999625660942,0.100001136412449,0.445802295688874,1.13279893696947,0.514783680438995,-0.626058518886566,0.841596662998199
10900,2014,15,40,55,37,129,2463,2215,156,0.899309785,0.063337393,100,27.4047186932849,72.7767695099818,2.23295846697251,9.60922485586163,1.80578754909485,0.1000011093632,0.844552110891871,0.824898349973566,-0.404596626758575,-0.0543341673910618,-0.259962677955627
10900,2015,11,54,66,37,129,2362,1947,298,0.824301439,0.126164268,100,16.7927382753404,81.8456883509834,2.79412387282503,3.690036900369,2.77335524626367,0.100001276645982,0.325089508663847,1.26653944406219,-0.605619132518768,-1.46064043045044,-0.427560567855835
10900,2016,24,70,95,37,129,2256,1896,300,0.840425532,0.132978723,100,25.34174553102,73.7118822292324,4.21080625858783,7.99733422192602,3.6917884077844,0.100001755130262,0.704571507795422,1.68586665129823,4.46238708496094,6.77419233322144,-0.087738886475563
10900,2017,27,107,136,37,129,2470,1969,336,0.797165992,0.136032389,100,19.9118295371051,78.6921381337252,5.50584996558844,8.0333234156501,5.43395459854756,0.10000275094885,0.707939592234655,2.48164899155396,0.838029861450195,0.746620535850525,1.3875560760498
10900,2018,18,58,76,37,129,2415,2037,223,0.843478261,0.092339545,100,23.784494086728,76.3469119579501,3.14686762452901,8.0681308830121,2.84718472338128,0.100001503063682,0.71017065094293,1.30038779061466,0.0316605530679226,0.0129787446931005,-0.488824754953384
11000,2010,254,64,321,37,129,2473,1072,1347,0.433481601,0.544682572,100,79.1342260977888,19.9626284646528,12.9796611540172,18.8553188330488,5.9695923887697,0.100006500934682,1.66453660884247,2.72110606828862,0.368775963783264,0.855990827083588,0.118418745696545
11000,2011,263,58,326,37,129,2450,1167,1177,0.476326531,0.480408163,100,80.6807727690892,17.8166206685066,13.3055793641076,22.3430464701385,4.9695827264159,0.100006540791994,1.97226564983289,2.26604098666146,0.301776885986328,0.784003436565399,0.180751949548721
11000,2012,219,65,284,37,129,2322,1221,969,0.525839793,0.417312661,100,77.1207321365716,22.9144667370644,12.230308772232,22.5982870704778,5.32306936368848,0.100005400415924,1.99451156811527,2.42763485401503,1.96018540859222,1.48174965381622,1.99865329265594
11000,2013,264,51,316,37,129,2197,1213,860,0.552116523,0.391442877,100,83.5495096488453,16.1657703258463,14.3825952391789,30.6941053365888,4.20410518506306,0.100005685436238,2.70876649807961,1.91727473447896,-0.943676233291626,-1.00221538543701,-0.863397419452667
11000,2014,200,79,279,37,129,2574,1193,1285,0.463480963,0.499222999,100,71.694733070584,28.3410963812254,10.8387397537003,15.56299120691,6.62140642024977,0.100005881111315,1.37385331683411,3.01949456107768,2.97247242927551,3.92951393127441,2.53805494308472
11000,2015,213,69,283,37,129,2460,1182,1158,0.480487805,0.470731707,100,75.273754856941,24.4083362769339,11.5035974147392,18.392194111044,5.8370696218594,0.100005701225204,1.62349825297341,2.66172859776077,0.277410179376602,0.655442953109741,0.339669942855835
11000,2016,194,92,286,37,129,2414,1127,1226,0.466859983,0.507870754,100,67.8434113946173,32.1915414190842,11.8470651588584,15.8225267107088,8.16254103451335,0.100005653923821,1.39672337636468,3.72146823262458,2.11437153816223,1.96724307537079,2.20277857780457
11000,2017,224,119,343,37,129,2344,1064,1195,0.453924915,0.509812287,100,65.3162343340134,34.7129116875546,14.632481549422,18.7432014057401,11.1831594774927,0.100006584129757,1.65451665752616,5.09743542042819,2.37724447250366,2.66240668296814,2.42213845252991
11000,2018,255,96,351,37,129,2284,1192,977,0.521891419,0.427758319,100,72.657362574765,27.3711193392196,15.3671030165054,26.097635861222,8.05301568660347,0.100006565228858,2.30337727183454,3.6723256757536,-0.0697653889656067,0.216070488095284,-0.721667349338531
11100,2010,397,75,472,37,129,2993,163,2688,0.054460408,0.898095556,100,84.1135352679517,15.9076466850244,15.7696034212021,14.7687958037275,45.9840588595953,0.100011568987964,1.30415881518073,20.4859806792554,-0.944226562976837,-0.305312037467957,-0.710748910903931
11100,2011,370,85,458,37,129,3152,166,2726,0.052664975,0.864847716,100,80.7902204758786,18.5767299716219,14.5299958757654,13.5725028428891,51.1739915713426,0.100011822201046,1.19852500769766,22.8091118408377,1.53014051914215,1.77471256256104,0.724221289157867
11100,2012,387,71,458,37,129,2901,286,2400,0.098586694,0.827300931,100,84.5012006112203,15.5206286836935,15.7871152321533,16.1243281529936,24.8164977280671,0.100010880775772,1.42380935609487,11.1842628291585,2.80762219429016,1.51383078098297,2.64887094497681
11100,2013,398,74,475,37,129,2600,170,2359,0.065384615,0.907307692,100,83.792885708272,15.5967164807409,18.2685281335333,16.8708405747955,43.5038212815991,0.100010113782537,1.48971939948331,19.4023633303059,-0.882189631462097,-1.12607324123383,-0.92023903131485
11100,2014,420,91,511,37,129,2519,147,2289,0.058356491,0.908693926,100,82.195265114459,17.8243005282724,20.2850224286452,18.3478222882356,61.862678450034,0.100010541337576,1.62012255678135,27.480074501127,0.767958641052246,0.739918768405914,0.645335614681244
11100,2015,305,113,419,37,129,2451,157,2218,0.064055488,0.904936761,100,72.7988546886185,26.9863994273443,17.0943657949492,13.750507190839,71.928707829408,0.100008410154768,1.21416387139289,32.0117030533375,0.625429630279541,1.14171373844147,-0.20954704284668
11100,2016,360,115,477,37,129,2419,402,1933,0.166184374,0.799090533,100,75.4768392370572,24.1249214001258,19.7180769707743,18.6229372510475,28.5998507833872,0.100009449327498,1.64431177021595,12.9468888226828,1.99759185314178,1.4933854341507,1.8606436252594
11100,2017,445,175,623,37,129,2512,246,1990,0.097929936,0.792197452,100,71.4331567966619,28.1014283421602,24.799968154134,22.3606853926938,71.1093051605039,0.100012816054202,1.97435905205978,31.9673782410715,1.14658176898956,0.767145156860352,1.15783441066742
