"census_tract_code","year","arrests_B","arrests_W","arrests_total","state","county","ct_pop","ct_white","ct_black","pct_white","pct_black","arrest_pct_tot","arrest_pct_B","arrest_pct_W","pop_pct_tot","pop_pct_B","pop_pct_W","sir_tot","sir_B","sir_W","RE_tot","RE_B","RE_W"
10200,2015,163,88,252,37,129,3703,1678,1866,0.453146098,0.503915744,100,64.6965489884966,34.9464498214994,6.80510923280495,8.73479449118483,5.24402598176509,0.100007641892192,0.771227241459847,2.39396812681226,-0.0441871993243694,-0.0920681431889534,0.222806349396706
10200,2016,212,148,361,37,129,3644,1991,1438,0.546377607,0.394621295,100,58.7371919135973,41.0135696482969,9.90642408276392,14.7416730408177,7.43307719351112,0.100010772889965,1.30143420257752,3.3947193672033,1.1206020116806,1.36084043979645,0.895856380462646
10200,2017,167,131,298,37,129,3603,1995,1331,0.553705246,0.369414377,100,56.0550150956055,43.9785306943978,8.27065582415143,12.5460145744121,6.5660869129367,0.100008792799698,1.10754715221536,2.99877454471497,1.50081694126129,1.82035577297211,1.18550264835358
10200,2018,203,120,324,37,129,3503,1958,1329,0.558949472,0.379389095,100,62.6658438753471,37.0564640543042,9.24895092917702,15.2734933413588,6.12838976558909,0.100009294623477,1.34832452040356,2.7987569980747,0.577892184257507,0.82460743188858,0.288562446832657
10300,2010,253,103,358,37,129,5104,2345,2622,0.459443574,0.513714734,100,70.6785814018431,28.7908405473331,7.0139691620462,9.64875481484306,4.39213679587224,0.100014963746634,0.852027243520456,2.00658797504419,0.718413829803467,1.22113955020905,0.483688235282898
10300,2011,375,156,535,37,129,5040,2199,2699,0.436309524,0.535515873,100,70.0990469071202,29.1721173612409,10.6148687526041,13.893520062243,7.09381110454277,0.100022081622051,1.2268690295197,3.24046269856904,-1.83610868453979,-2.00594353675842,-1.52362513542175
10300,2012,391,196,587,37,129,4821,2246,2427,0.465878448,0.503422526,100,66.6155680463294,33.4014648271163,12.1756445624443,16.1097606196696,8.72623658786341,0.100023175114392,1.42252817768614,3.98632639616129,-2.67099714279175,-2.04422760009766,-2.7669038772583
10300,2013,470,140,612,37,129,5419,2204,3050,0.406717106,0.562834471,100,76.8011762783859,22.888416925339,11.2933882009928,15.4093308416118,6.35179892019418,0.100027159215864,1.3607683225556,2.90152388292097,0.565705180168152,0.55143791437149,0.538439810276031
10300,2014,346,115,461,37,129,4882,2175,2620,0.445514134,0.536665301,100,75.0596399913251,24.9620472782477,9.44265787263677,13.2056028395863,5.28711323617305,0.100018430849559,1.16611221213651,2.41510647503025,-0.086776427924633,-2.23588728904724,-0.0627787858247757
10300,2015,325,150,477,37,129,5161,2398,2669,0.464638636,0.51714784,100,68.1408509746384,31.4609096625445,9.24221580670787,12.1763890449964,6.25495183687086,0.100020160388266,1.07523405365791,2.85775246435123,-1.61113440990448,-0.833565950393677,-1.39094877243042
10300,2016,397,131,536,37,129,5703,2812,2786,0.493073821,0.488514817,100,74.0720014922589,24.4543928371572,9.39839736283775,14.2493090700262,4.65844031151097,0.100025033110421,1.25829842212348,2.12892489041474,-0.06221779063344,-0.017402421683073,0.0586404800415039
